Supplier_GSTIN,Customer GSTIN,Invoice_Number,Invoice_Date,Tax Rate,Invoice Taxable,Invoice CGST,Invoice SGST,Invoice IGST,Invoice Total_GST,Invoice Total_Amount,Transaction_Type,Document_Type,Origin,Vendor,Ticket_Number,PNR,Ticket/PNR
29AACCR1459F1ZC,29ABCDE1234F5ZC,12924/0000081384,9/28/2023,5,28022,0,0,1402,1402,30191,Invoice,INV,BLR,Spicejet,K8M9RI,K8M9RI,K8M9RI
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000016038889,9/4/2023,12,25921,0,0,3111,3111,29421,Invoice,INV,DEL,Vistara,1189030774,NDP7ZK,1189030774
27AAECT8346F1Z4,29ABCDE1234F5ZC,I270000008960895,5/14/2023,5,25410,0,0,1271,1271,27035,Invoice,INV,BOM,Vistara,1189030623,QEBT56,1189030623
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN06299,5/23/2023,5,23207,0,0,1160,1160,24755,Invoice,INV,DEL,Indigo,"F1QKUE,F1QKUE",F1QKUE,F1QKUE
03AABCI2726B1ZC,29ABCDE1234F5ZC,PB1232406AC66865,6/5/2023,5,22153,0,0,1108,1108,24353,Invoice,INV,IXC,Indigo,"L19GYX,L19GYX",L19GYX,L19GYX
36AAECT8346F5Z1,,I360000001834055,4/29/2023,5,21327,0,0,1067,1067,23456,Invoice,INV,HYD,Vistara,1189030595,R67RXU,1189030595
07AACCR1459F1ZI,,10724/0000247019,6/29/2023,5,43606,0,0,2182,2182,46564,Invoice,INV,DEL,Spicejet,WHMBVN,WHMBVN,WHMBVN
07AAECT8346F1Z6,,I070000014985145,6/9/2023,5,21127,0,0,1057,1057,22573,Invoice,INV,DEL,Vistara,1189030658,VHC7YS,1189030658
07AABCI2726B1Z4,,DL1232405AN69147,5/25/2023,5,21782,0,0,1089,1089,23259,Invoice,INV,DEL,Indigo,"OTGGGD,OTGGGD",OTGGGD,OTGGGD
07AAECT8346F1Z6,,I070000015862489,8/20/2023,5,20872,0,0,1045,1045,22306,Invoice,INV,DEL,Vistara,9340901258,6WHSF9,9340901258
07AAECT8346F1Z6,,I070000015862488,8/20/2023,5,20872,0,0,1045,1045,22306,Invoice,INV,DEL,Vistara,9340901257,6WHSF9,9340901257
10AABCI2726B1ZH,,BR1232406AC48357,6/7/2023,5,20678,0,0,1034,1034,22189,Invoice,INV,PAT,Indigo,"X2YKPH,X2YKPH",X2YKPH,X2YKPH
07AABCI2726B1Z4,,DL1232406AP47148,6/1/2023,5,20238,0,0,1012,1012,21638,Invoice,INV,DEL,Indigo,VNZ8TY,VNZ8TY,VNZ8TY
27AABCI2726B1Z2,,MH1232405AM41581,5/12/2023,5,19475,0,0,974,974,20803,Invoice,INV,BOM,Indigo,LS6KWG,LS6KWG,LS6KWG
07AABCI2726B1Z4,,DL1232406AV51262,6/24/2023,,0,0,0,0,0,19097,Invoice,INV,DEL,Indigo,V2JWVH,V2JWVH,V2JWVH
07AABCI2726B1Z4,,DL1232406AV53886,6/24/2023,,0,0,0,0,0,19097,Invoice,INV,DEL,Indigo,YKT18B,YKT18B,YKT18B
07AABCI2726B1Z4,,DL1232406AV52567,6/24/2023,,0,0,0,0,0,57291,Invoice,INV,DEL,Indigo,WT7LMG,WT7LMG,WT7LMG
07AABCI2726B1Z4,,DL1232406AP46204,6/1/2023,5,18709,0,0,935,935,20032,Invoice,INV,DEL,Indigo,"UQ2K8M,UQ2K8M",UQ2K8M,UQ2K8M
18AABCI2726B1Z1,,AS1232405AB52872,5/8/2023,,0,0,0,0,0,19325,Invoice,INV,DIB,Indigo,JQ3UWM,JQ3UWM,JQ3UWM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AG90765,4/29/2023,5,36156,0,0,1808,1808,38740,Invoice,INV,DEL,Indigo,KPPEHM,KPPEHM,KPPEHM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AH30781,5/1/2023,5,188,0,0,10,10,198,Invoice,INV,DEL,Indigo,KPPEHM,KPPEHM,KPPEHM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ70830,6/6/2023,5,18649,0,0,933,933,19970,Invoice,INV,DEL,Indigo,U2W56R,U2W56R,U2W56R
27AALCA4699P1ZN,29ABCDE1234F5ZC,IPNQ230500018553,5/17/2023,5,17716,0,0,886,886,19295,Invoice,INV,PNQ,Air Asia,B5NZGQ,B5NZGQ,B5NZGQ
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015006742,6/11/2023,5,17207,0,0,861,861,18457,Invoice,INV,DEL,Vistara,1189030660,MLWUEI,1189030660
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232404AF14191,4/27/2023,5,18183,0,0,910,910,19860,Invoice,INV,BLR,Indigo,BP9ERM,BP9ERM,BP9ERM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL45533,5/17/2023,5,17612,0,0,881,881,18881,Invoice,INV,DEL,Indigo,DWQ72M,DWQ72M,DWQ72M
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ97185,6/7/2023,5,18173,0,0,909,909,19470,Invoice,INV,DEL,Indigo,QPTE4M,QPTE4M,QPTE4M
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ90507,6/7/2023,5,17602,0,0,880,880,18870,Invoice,INV,DEL,Indigo,LMFF6V,LMFF6V,LMFF6V
01AABCI2726B1ZG,29ABCDE1234F5ZC,JK1232405AA78215,5/5/2023,5,18025,0,0,902,902,19960,Invoice,INV,IXJ,Indigo,JTCFRQ,JTCFRQ,JTCFRQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AI44190,5/5/2023,5,36050,0,0,1804,1804,38630,Invoice,INV,DEL,Indigo,KL6PGL,KL6PGL,KL6PGL
23AAECT8346F1ZC,29ABCDE1234F5ZC,I230000000307035,4/21/2023,5,16889,0,0,845,845,18327,Invoice,INV,IDR,Vistara,1189030583,WRNDRK,1189030583
23AAECT8346F1ZC,29ABCDE1234F5ZC,I230000000307036,4/21/2023,5,16889,0,0,845,845,18327,Invoice,INV,IDR,Vistara,1189030584,WRNDRK,1189030584
23AAECT8346F1ZC,29ABCDE1234F5ZC,I230000000307034,4/21/2023,5,16889,0,0,845,845,18327,Invoice,INV,IDR,Vistara,1189030582,WRNDRK,1189030582
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN87391,5/26/2023,5,476,0,0,24,24,500,Invoice,INV,DEL,Indigo,H2R7NB,H2R7NB,H2R7NB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN61624,5/25/2023,5,17836,0,0,892,892,19116,Invoice,INV,DEL,Indigo,H2R7NB,H2R7NB,H2R7NB
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000416879,8/31/2023,5,17188,0,0,860,860,18436,Invoice,INV,DEL,Spicejet,NYJEKC,NYJEKC,NYJEKC
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AI05045,5/4/2023,5,17065,0,0,853,853,18306,Invoice,INV,DEL,Indigo,BVEMQX,BVEMQX,BVEMQX
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO89346,5/30/2023,5,17057,0,0,852,852,18297,Invoice,INV,DEL,Indigo,R1NYTH,R1NYTH,R1NYTH
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232410BB45245,10/18/2023,5,17385,0,0,869,869,19316,Invoice,INV,HYD,Indigo,BRNIKZ,BRNIKZ,BRNIKZ
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232407AJ63086,7/14/2023,5,16780,0,0,839,839,18150,Invoice,INV,AMD,Indigo,"TPL23P,TPL23P",TPL23P,TPL23P
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AP83579,6/3/2023,,0,0,0,0,0,16907,Invoice,INV,DEL,Indigo,FT293A,FT293A,FT293A
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014847337,5/27/2023,5,15990,0,0,800,800,17179,Invoice,INV,DEL,Vistara,1189030635,KYZQLL,1189030635
07AABCI2726B1Z4,,DL1232405AN63012,5/25/2023,5,16446,0,0,822,822,17656,Invoice,INV,DEL,Indigo,IR8UHW,IR8UHW,IR8UHW
19AACCR1459F1ZD,,11924/0000013156,4/17/2023,5,16198,0,0,810,810,17967,Invoice,INV,CCU,Spicejet,"QHM48X,QHM48X",QHM48X,QHM48X
07AABCI2726B1Z4,,DL1232405AO63651,5/29/2023,5,16109,0,0,805,805,17302,Invoice,INV,DEL,Indigo,"RR2BYM,RR2BYM",RR2BYM,RR2BYM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN98447,5/26/2023,5,16029,0,0,801,801,17218,Invoice,INV,DEL,Indigo,S12WPX,S12WPX,S12WPX
29AAECT8346F1Z0,29ABCDE1234F5ZC,I290000003347177,4/26/2023,12,15428,0,0,1852,1852,18047,Invoice,INV,BLR,Vistara,1189030589,WWC5O6,1189030589
07AALCA4699P1ZP,29ABCDE1234F5ZC,BDEL230400120958,4/17/2023,0,15833,0,0,0,0,16221,Invoice,BOS,DEL,Air Asia,B7RI2X,B7RI2X,B7RI2X
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AO70857,5/19/2023,5,16314,0,0,816,816,17823,Invoice,INV,PNQ,Indigo,XL1SXB,XL1SXB,XL1SXB
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AE20452,5/17/2023,5,16305,0,0,816,816,17652,Invoice,INV,AMD,Indigo,ZW9UTV,ZW9UTV,ZW9UTV
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014825750,5/25/2023,5,15249,0,0,763,763,16401,Invoice,INV,DEL,Vistara,1189030633,SVTSTF,1189030633
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO55227,5/29/2023,5,15563,0,0,778,778,16729,Invoice,INV,DEL,Indigo,IZURUH,IZURUH,IZURUH
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AP48906,5/22/2023,5,15529,0,0,776,776,16986,Invoice,INV,NAG,Indigo,T1WDRH,T1WDRH,T1WDRH
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000260878,7/4/2023,5,15450,0,0,773,773,16611,Invoice,INV,DEL,Spicejet,EDQD3D,EDQD3D,EDQD3D
07AALCA4699P1ZP,,BDEL230500065397,5/18/2023,0,15309,0,0,0,0,15697,Invoice,BOS,DEL,Air Asia,TZUY8S,TZUY8S,TZUY8S
07AABCI2726B1Z4,,DL1232406AV14405,6/23/2023,5,15351,0,0,767,767,16506,Invoice,INV,DEL,Indigo,IMFPSY,IMFPSY,IMFPSY
07AACCR1459F1ZI,,10724/0000162074,5/25/2023,5,15207,0,0,760,760,16355,Invoice,INV,DEL,Spicejet,D99SYF,D99SYF,D99SYF
07AABCI2726B1Z4,,DL1232406AV65928,6/25/2023,,0,0,0,0,0,15432,Invoice,INV,DEL,Indigo,P1FS7U,P1FS7U,P1FS7U
07AACCR1459F1ZI,,10724/0000147974,5/19/2023,5,14981,0,0,749,749,16118,Invoice,INV,DEL,Spicejet,BDWWJT,BDWWJT,BDWWJT
07AACCR1459F1ZI,,10724/0000143484,5/17/2023,5,14981,0,0,749,749,16118,Invoice,INV,DEL,Spicejet,IBZYXP,IBZYXP,IBZYXP
07AACCN6194P2ZQ,,072412BP07AAG171,7/7/2023,5,14470,0,0,724,724,15194,Invoice,INV,DEL,Air India,1095778650,5GYMSK,1095778650
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP07AAG171,7/7/2023,5,14470,0,0,724,724,15194,Invoice,INV,DEL,Air India,1095778650,5GYMSK,1095778650
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072422BP07AAA945,7/15/2023,5,3000,0,0,150,150,3150,Invoice,DB,DEL,Air India,1095778650,5GYMSK,1095778650
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AK48516,5/6/2023,,0,0,0,0,0,14986,Invoice,INV,BOM,Indigo,GT7CWQ,GT7CWQ,GT7CWQ
10AABCI2726B1ZH,29ABCDE1234F5ZC,BR1232405AB57557,5/13/2023,5,14725,0,0,736,736,15938,Invoice,INV,PAT,Indigo,"NNP6XF,NNP6XF",NNP6XF,NNP6XF
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AP11675,5/31/2023,5,14631,0,0,732,732,15751,Invoice,INV,DEL,Indigo,MZ4D5X,MZ4D5X,MZ4D5X
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232404AD42846,4/27/2023,,0,0,0,0,0,15622,Invoice,INV,HYD,Indigo,"XVEG2K,XVEG2K",XVEG2K,XVEG2K
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232404AD56394,4/28/2023,,0,0,0,0,0,12781,Invoice,INV,HYD,Indigo,"XVEG2K,XVEG2K",XVEG2K,XVEG2K
07AALCA4699P1ZP,29ABCDE1234F5ZC,BDEL230600080622,6/23/2023,0,14518,0,0,0,0,14906,Invoice,BOS,DEL,Air Asia,A76IPN,A76IPN,A76IPN
07AALCA4699P1ZP,,BDEL230600082086,6/23/2023,0,14518,0,0,0,0,14906,Invoice,BOS,DEL,Air Asia,MUP1KY,MUP1KY,MUP1KY
18AABCI2726B1Z1,,AS1232406AC88913,6/10/2023,,0,0,0,0,0,15195,Invoice,INV,DIB,Indigo,JSTL9Q,JSTL9Q,JSTL9Q
07AABCI2726B1Z4,,DL1232406AP41046,6/1/2023,5,14200,0,0,710,710,15298,Invoice,INV,DEL,Indigo,PQMNTM,PQMNTM,PQMNTM
10AABCI2726B1ZH,,BR1232405AB41469,5/9/2023,5,14115,0,0,706,706,15298,Invoice,INV,PAT,Indigo,LS52GT,LS52GT,LS52GT
07AABCI2726B1Z4,,DL1232404AC94568,4/13/2023,,0,0,0,0,0,14449,Invoice,INV,DEL,Indigo,AUNRTK,AUNRTK,AUNRTK
07AABCI2726B1Z4,,DL1232404AC98009,4/13/2023,,0,0,0,0,0,14449,Invoice,INV,DEL,Indigo,DZNUHE,DZNUHE,DZNUHE
27AABCI2726B1Z2,,MH1232405AL02242,5/8/2023,5,14625,0,0,732,732,16038,Invoice,INV,NAG,Indigo,JLSMFI,JLSMFI,JLSMFI
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232404AC38242,4/12/2023,5,13913,0,0,696,696,15376,Invoice,INV,BLR,Indigo,XWT9JC,XWT9JC,XWT9JC
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AJ95807,5/11/2023,5,13906,0,0,695,695,14989,Invoice,INV,DEL,Indigo,F2I4NB,F2I4NB,F2I4NB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ73927,6/6/2023,5,13858,0,0,693,693,14939,Invoice,INV,DEL,Indigo,XTG36T,XTG36T,XTG36T
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN64890,5/25/2023,5,13858,0,0,693,693,14939,Invoice,INV,DEL,Indigo,KPLSXP,KPLSXP,KPLSXP
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232410AY67641,10/19/2023,5,14400,0,0,720,720,16079,Invoice,INV,CCU,Indigo,APGJ5P,APGJ5P,APGJ5P
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015095203,6/21/2023,5,13425,0,0,672,672,14486,Invoice,INV,DEL,Vistara,1189030669,PBKV8S,1189030669
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AJ21343,5/8/2023,5,14484,0,0,725,725,15597,Invoice,INV,DEL,Indigo,RK1RVR,RK1RVR,RK1RVR
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AI94793,5/7/2023,5,13819,0,0,691,691,14898,Invoice,INV,DEL,Indigo,Q11PRX,Q11PRX,Q11PRX
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232408BB38398,8/8/2023,5,27602,0,0,1380,1380,30516,Invoice,INV,BLR,Indigo,XRZZMP,XRZZMP,XRZZMP
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000413532,8/29/2023,5,41601,0,0,2079,2079,44844,Invoice,INV,DEL,Spicejet,G83NFI,G83NFI,G83NFI
36AABCI2726B1Z3,,TS1232410BB65755,10/19/2023,5,14336,0,0,717,717,16115,Invoice,INV,HYD,Indigo,NVFDJQ,NVFDJQ,NVFDJQ
07AABCI2726B1Z4,,DL1232406AT16717,6/15/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,RS42HW,RS42HW,RS42HW
07AABCI2726B1Z4,,DL1232406AS61232,6/13/2023,5,14238,0,0,712,712,15338,Invoice,INV,DEL,Indigo,RS42HW,RS42HW,RS42HW
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BW01682,9/29/2023,5,13620,0,0,681,681,14689,Invoice,INV,DEL,Indigo,L1WFXK,L1WFXK,L1WFXK
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232407AL64561,7/10/2023,5,13571,0,0,679,679,15209,Invoice,INV,CCU,Indigo,PL7VUB,PL7VUB,PL7VUB
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232407AL91095,7/12/2023,5,190,0,0,9,9,199,Invoice,INV,CCU,Indigo,PL7VUB,PL7VUB,PL7VUB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN64609,5/25/2023,5,13593,0,0,680,680,14661,Invoice,INV,DEL,Indigo,"KKFFTB,KKFFTB",KKFFTB,KKFFTB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV82992,9/28/2023,5,13512,0,0,676,676,14576,Invoice,INV,DEL,Indigo,V1L59K,V1L59K,V1L59K
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AT58725,6/17/2023,5,13512,0,0,676,676,14576,Invoice,INV,DEL,Indigo,FPYM5M,FPYM5M,FPYM5M
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AR70836,6/10/2023,5,13508,0,0,675,675,14571,Invoice,INV,DEL,Indigo,"B1C75R,B1C75R",B1C75R,B1C75R
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232410AK86024,10/27/2023,5,14265,357,357,0,714,15917,Invoice,INV,JDH,Indigo,PMCCRB,PMCCRB,PMCCRB
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AO40741,5/19/2023,5,13324,0,0,666,666,14683,Invoice,INV,PNQ,Indigo,AU2PNN,AU2PNN,AU2PNN
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CC81798,10/24/2023,,0,0,0,0,0,3200,Invoice,INV,DEL,Indigo,CZES5K,CZES5K,CZES5K
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CC54592,10/23/2023,,0,0,0,0,0,14335,Invoice,INV,DEL,Indigo,CZES5K,CZES5K,CZES5K
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ34449,6/5/2023,5,26570,0,0,1328,1328,28674,Invoice,INV,DEL,Indigo,JSFP6D,JSFP6D,JSFP6D
24AACCN6194P1ZV,29ABCDE1234F5ZC,242412BP05AAC709,5/15/2023,5,12900,0,0,645,645,13545,Invoice,INV,AMD,Air India,1095778599,544U4F,1095778599
29AAECT8346F1Z0,29ABCDE1234F5ZC,I290000003435267,5/22/2023,5,12877,0,0,644,644,14288,Invoice,INV,BLR,Vistara,1189030627,KKCMAA,1189030627
07AACCR1459F1ZI,,10724/0000019811,4/7/2023,5,13243,0,0,662,662,14293,Invoice,INV,DEL,Spicejet,NDGKFW,NDGKFW,NDGKFW
07AAECT8346F1Z6,,I070000014716387,5/14/2023,5,12789,0,0,640,640,13818,Invoice,INV,DEL,Vistara,1189030622,PZ6M62,1189030622
07AACCR1459F1ZI,,10724/0000021753,4/7/2023,5,26448,0,0,1322,1322,28546,Invoice,INV,DEL,Spicejet,O7RMRL,O7RMRL,O7RMRL
24AABCI2726B1Z8,,GJ1232405AD37021,5/8/2023,5,26264,0,0,1314,1314,28640,Invoice,INV,AMD,Indigo,RP2FPC,RP2FPC,RP2FPC
24AABCI2726B1Z8,,GJ1232405AD96281,5/15/2023,5,13645,0,0,683,683,14859,Invoice,INV,AMD,Indigo,LZRP5U,LZRP5U,LZRP5U
24AABCI2726B1Z8,,GJ1232405AE15327,5/17/2023,5,190,0,0,9,9,199,Invoice,INV,AMD,Indigo,LZRP5U,LZRP5U,LZRP5U
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AE15327,5/17/2023,5,190,0,0,9,9,199,Invoice,INV,AMD,Indigo,LZRP5U,LZRP5U,LZRP5U
27AAECT8346F1Z4,29ABCDE1234F5ZC,I270000008928920,5/11/2023,5,12697,0,0,635,635,13686,Invoice,INV,BOM,Vistara,1189030617,VN9N2C,1189030617
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ21677,6/4/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,YKULHB,YKULHB,YKULHB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO70225,5/29/2023,5,12990,0,0,650,650,14028,Invoice,INV,DEL,Indigo,YKULHB,YKULHB,YKULHB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AH23391,5/1/2023,5,188,0,0,10,10,198,Invoice,INV,DEL,Indigo,"CQDEVJ,CQDEVJ",CQDEVJ,CQDEVJ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AG84236,4/29/2023,5,26006,0,0,1300,1300,28082,Invoice,INV,DEL,Indigo,"CQDEVJ,CQDEVJ",CQDEVJ,CQDEVJ
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AM75477,5/13/2023,5,476,0,0,24,24,500,Invoice,INV,BOM,Indigo,PMGZ8V,PMGZ8V,PMGZ8V
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AM13976,5/11/2023,5,12768,0,0,638,638,13760,Invoice,INV,BOM,Indigo,PMGZ8V,PMGZ8V,PMGZ8V
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO16213,5/27/2023,5,38304,0,0,1914,1914,41382,Invoice,INV,DEL,Indigo,LRDM7G,LRDM7G,LRDM7G
07AABCI2726B1Z4,,DL1232405AN33994,5/24/2023,5,12768,0,0,638,638,13794,Invoice,INV,DEL,Indigo,H29IHR,H29IHR,H29IHR
07AABCI2726B1Z4,,DL1232405AO16213,5/27/2023,5,38304,0,0,1914,1914,41382,Invoice,INV,DEL,Indigo,LRDM7G,LRDM7G,LRDM7G
07AABCI2726B1Z4,,DL1232405AJ26713,5/8/2023,,0,0,0,0,0,13603,Invoice,INV,DEL,Indigo,VU7C5A,VU7C5A,VU7C5A
21AAECT8346F1ZG,,I210000000893218,10/16/2023,5,12269,0,0,614,614,13591,Invoice,INV,BBI,Vistara,9656656381,JRXXE6,9656656381
07AAECT8346F1Z6,,I070000016517334,10/13/2023,5,12258,0,0,613,613,13260,Invoice,INV,DEL,Vistara,9656656371,PPTANA,9656656371
07AAECT8346F1Z6,,I070000016517335,10/13/2023,5,12258,0,0,613,613,13260,Invoice,INV,DEL,Vistara,9656656372,PPTANA,9656656372
14AABCI2726B1Z9,,MN1232406AA71349,6/22/2023,,0,0,0,0,0,13718,Invoice,INV,IMF,Indigo,SPD1FC,SPD1FC,SPD1FC
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014887024,5/31/2023,5,12249,0,0,613,613,13251,Invoice,INV,DEL,Vistara,1189030642,VX55MB,1189030642
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP06AAG456,6/7/2023,5,12200,0,0,610,610,12810,Invoice,INV,DEL,Air India,1095778614,5FDQJD,1095778614
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072422BP06AAA612,6/15/2023,5,1500,0,0,75,75,1575,Invoice,DB,DEL,Air India,1095778614,5FDQJD,1095778614
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014985146,6/9/2023,5,12174,0,0,609,609,13172,Invoice,INV,DEL,Vistara,1189030659,VQIA9Q,1189030659
37AABCI2726B1Z1,29ABCDE1234F5ZC,AD1232408AG42739,8/22/2023,5,12477,0,0,624,624,14039,Invoice,INV,TIR,Indigo,VRU6PM,VRU6PM,VRU6PM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL48932,5/17/2023,5,12988,0,0,650,650,14026,Invoice,INV,DEL,Indigo,H1CS7R,H1CS7R,H1CS7R
22AAECT8346F1ZE,29ABCDE1234F5ZC,I220000000340616,1/7/2023,5,11959,0,0,598,598,13383,Invoice,INV,RPR,Vistara,6748535590,S62E7O,6748535590
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP07AAG171,7/7/2023,5,11970,0,0,599,599,12569,Invoice,INV,DEL,Air India,1095778651,63O3OE,1095778651
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232405AD98825,5/2/2023,,0,0,0,0,0,13293,Invoice,INV,HYD,Indigo,"NM8UFI,NM8UFI",NM8UFI,NM8UFI
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232410AJ55361,10/9/2023,5,190,0,0,9,9,199,Invoice,INV,IDR,Indigo,CS33WZ,CS33WZ,CS33WZ
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232410AJ35221,10/5/2023,5,12938,0,0,647,647,14177,Invoice,INV,IDR,Indigo,CS33WZ,CS33WZ,CS33WZ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV36282,9/27/2023,5,12194,0,0,610,610,13192,Invoice,INV,DEL,Indigo,JRU22J,JRU22J,JRU22J
38AACCR1459F1ZD,29ABCDE1234F5ZC,13824/0000016975,7/2/2023,5,12127,0,0,607,607,13767,Invoice,INV,IXL,Spicejet,FBSQ6J,FBSQ6J,FBSQ6J
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000160083,5/24/2023,18,12230,0,0,611,611,13229,Invoice,INV,DEL,Spicejet,FY6SSC,FY6SSC,FY6SSC
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000160083,5/24/2023,5,12230,0,0,611,611,13229,Invoice,INV,DEL,Spicejet,FY6SSC,FY6SSC,FY6SSC
32AABCI2726B1ZB,29ABCDE1234F5ZC,KL1232405AC56586,5/8/2023,5,12186,0,0,609,609,13628,Invoice,INV,TRV,Indigo,"YUJSQQ,YUJSQQ",YUJSQQ,YUJSQQ
32AABCI2726B1ZB,29ABCDE1234F5ZC,KL1232405AC49781,5/8/2023,5,94,0,0,5,5,99,Invoice,INV,TRV,Indigo,"CZ6ZYX,CZ6ZYX",CZ6ZYX,CZ6ZYX
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015312328,7/8/2023,5,11777,0,0,589,589,12755,Invoice,INV,DEL,Vistara,1189030697,JQBUR4,1189030697
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AH13932,4/30/2023,5,25352,0,0,1268,1268,27396,Invoice,INV,DEL,Indigo,PNQGHS,PNQGHS,PNQGHS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AH35469,5/1/2023,5,188,0,0,10,10,198,Invoice,INV,DEL,Indigo,PNQGHS,PNQGHS,PNQGHS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407AZ45862,7/10/2023,5,12146,0,0,607,607,13141,Invoice,INV,DEL,Indigo,"TU4M9Q,TU4M9Q",TU4M9Q,TU4M9Q
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014816139,5/24/2023,5,11759,0,0,588,588,12736,Invoice,INV,DEL,Vistara,1189030631,QU7BO7,1189030631
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AI34970,5/5/2023,5,37701,0,0,1887,1887,40752,Invoice,INV,DEL,Indigo,BNNBMC,BNNBMC,BNNBMC
